"core","house.sheet-058","Accent","challenge","Speak like a high lord until your next turn. Give 1 sip now.","",""
"core","house.sheet-060","Spirit airlines","challenge","Tell your worst vacation story. If the table laughs, give 1 sip; else take 1.","",""
"core","house.sheet-062","What was that?","challenge","Read your last sent text aloud, or take 1 sip. Skip private messages.","",""
"core","house.sheet-077","Nicetitties","challenge","Say something nice about the person to your right.","",""
"core","house.sheet-080","Work it","challenge","Do a runway walk for the table.","",""
"core","house.sheet-081","ABC's","challenge","Say the alphabet backward. Every mistake earns 1 sip, up to 2.","",""
"core","house.sheet-088","Tin Hat Society","challenge","Share one conspiracy theory you actually believe, or one you invented.","",""
"core","house.sheet-089","Happy Holidays","challenge","Invent a fake holiday in 10 seconds. Miss the deadline: take 1 sip.","",""
"core","house.sheet-090","Stare down","challenge","Challenge someone to a staring contest. Loser takes 1 sip.","",""
"core","house.sheet-093","Spelling Contest","challenge","The person on your left gives you a word to spell. Wrong? You sip. Right? They sip.","",""
"core","house.sheet-096","Knickers","challenge","Guess the underwear color of the person to your right, if they opt in. Miss: 1 sip.","",""
"core","house.sheet-098","Weatherman","challenge","Give a dramatic weather forecast for tonight’s vibes.","",""
"core","house.sheet-100","Dare","challenge","Balance an empty cup on your head for 10 seconds, or take 1 sip.","",""
"core","house.sheet-104","Opinions","challenge","Give your most Joe-or-Becca opinion. The table guesses whose it is.","",""
"core","house.sheet-106","Debate","challenge","Pick a silly topic. Each side gets 10 seconds to argue. The table votes for a winner.","",""
"core","core.rulemaster","Rulemaster","rule","Make a rule until next card. Breaker drinks 2.","",""
"core","core.no-names","Who the Fuck Are You?","rule","Until next card: no names. Slip = drink 2.","",""
"core","core.potty-mouth","Church Mode","rule","Until next card: no swearing. Slip = drink 2.","",""
"core","core.captain-dumbass","Captain Dumbass","rule","Until next card: call everyone “Captain.” Slip = drink 2.","",""
"core","core.cursed-number","Cursed Number","rule","Roll d6. That number is banned. Say it = drink 2.","1d6 — {total} is banned. Say it: drink 2.",""
"core","core.dice-lord","Dice Lord","rule","Roll d6. Odd: no pointing. Even: no questions. Slip = drink 2.","1d6 — Odd: no pointing. Even: no questions. Slip: drink 2.",""
"core","core.thumb-master","Thumb Master","rule","Until next card: thumbs up means copy. Last to copy drinks 2.","",""
"core","core.lefty","Lefty","rule","Until next card: drink with the wrong hand. Slip = drink 2.","",""
"core","core.no-pointing","No Pointing","rule","Until next card: no pointing. Slip = drink 2.","",""
"core","core.no-questions","No Questions","rule","Until next card: no questions. Slip = drink 2.","",""
"core","core.sober-talk","Sober Talk","rule","Until next card: no saying drink, drank or drunk. Slip = drink 2.","",""
"core","core.buffalo","Buffalo","rule","Until next card: drink with your left hand. Slip = drink 2.","",""
"core","core.accent","Accent Lock","rule","Until next card: everyone talks in an accent. Slip = drink 2.","",""
"core","core.library","Library Mode","rule","Until next card: whisper everything. Slip = drink 2.","",""
"core","core.little-green-man","Little Green Man","rule","Until next card: remove the tiny man first. Slip = drink 2.","",""
"core","core.question-master","Question Master","rule","Until next card: anyone who answers your question drinks 2.","",""
"core","core.kings-eight","Eight Is Mate","rule","Pick a mate until next card. When one of you drinks, both drink.","",""
"core","core.dungeon-master","Dungeon Master","rule","Until next card: narrate in third person. Slip = drink 2.","",""
"core","core.banned-number","Banned Number","rule","Roll d6. Nobody may say it. Slip: drink 3.","1d6 — {total} is banned. Say it: drink 3.",""
"core","core.lucky-charm-rule","Lucky Charm","rule","Roll d6. That number is lucky. Say it: give 1.","1d6 — {total} is lucky. Say it: give 1.",""
"core","core.parity","Parity","rule","Roll d6. Even: drink left-handed. Odd: no names. Slip: drink 2.","1d6 — Even: drink left-handed. Odd: no names. Slip: drink 2.",""
"core","core.trick-die","Trick Die","rule","Roll d6. 1–3: no pointing. 4–6: no questions. Slip: drink 2.","1d6 — 1-3: No pointing. Slip: drink 2. 4-6: No questions. Slip: drink 2.",""
"core","core.heavy-hand","Heavy Hand","rule","Roll d6. All drinks are doubled until the next card.","1d6 — Double every drink until the next card.",""
"core","core.roll-with-it","Roll With It","rule","Roll d6. That number is unlucky. Roll it again later and drink 3.","1d6 — {total} is unlucky. Mention it and drink 3.",""
"core","core.hands-off","Hands Off","rule","Until next card: no hands to drink. Slip: drink 2.","",""
"core","core.banana-peel","Banana Peel","rule","Until next card: peel your drink like a banana. Slip: drink 2.","",""
"core","core.beer-ban","Beer Ban","rule","Until next card: say beer and drink 2.","",""
"core","core.t-rex-arms","T-Rex Arms","rule","Until next card: tiny T-rex arms. Slip: drink 2.","",""
"core","core.first-name-only","First Name Only","rule","Until next card: first names only. Slip: drink 2.","",""
"core","core.high-lord","High Lord","rule","Until next card: speak like a fantasy lord. Slip: drink 2.","",""
"core","core.last-names-only","Last Names Only","rule","Until next card: last names only. Slip: drink 2.","",""
"core","core.personal-space","Personal Space","rule","Until next card: sit on your own hands. Slip: drink 2.","",""
"core","core.formal-night","Formal Night","rule","Until next card: address everyone as my liege. Slip: drink 2.","",""
"core","core.copycat","Copycat","rule","Until next card: copy whoever drank last. Slip: drink 2.","",""
"core","house.sheet-010","Caveman","rule","Until your next turn, speak only in grunts. Slip: take 1 sip.","",""
"core","house.sheet-015","Mr Freeze","rule","Touch someone’s shoulder with permission. They freeze until you let go.","",""
"core","house.sheet-024","Wench","rule","You are the drink wench until your next turn. Offer refills when asked.","",""
"core","house.sheet-030","Potty Mouth","rule","No swearing until the next card. Slip: take 1 sip.","",""
"core","house.sheet-032","Rawr XD","rule","Keep T-Rex arms until your next turn. Forget: take 1 sip.","",""
"core","house.sheet-039","This Sucks","rule","Buffalo switches hands until the next card. Wrong hand: 1 sip.","",""
"core","house.sheet-040","Pokemon","rule","Speak only your first name until your next turn. Slip: 1 sip.","",""
"core","house.sheet-053","Abra like a Slut","rule","Reverse the turn order after this card.","",""
"core","house.sheet-091","Goof Dog","rule","Keep your eyes wide open until your next turn. Blink freely when needed.","",""
"core","house.sheet-097","No Hands","rule","Until your next turn, keep your hands off your cup. You may skip the rule.","",""
"core","house.sheet-099","No Beer","rule","Until the next card, first to say “beer” takes 1 sip.","",""
"core","house.sheet-101","Banana Peel","rule","Until your next turn, mime peeling your drink like a banana before each sip.","",""
"vip","vip.toast","A toast to the VIP","sip","Toast the VIP by name. The VIP takes 1 sip; everyone joins them.","",""
"vip","vip.sidekick","Choose a sidekick","sip","The VIP picks a sidekick until the next card. They both take one sip now.","",""
"vip","vip.tax","The VIP tax","sip","The VIP takes 1 sip and names a privilege they'd trade away tonight.","",""
"vip","vip.sheet-005","One Year Older","sip","The VIP gives 1 sip to someone younger, or takes 1 themselves.","",""
"vip","vip.sheet-006","It’s Gotta Go","sip","The VIP takes 1 sip, then chooses someone to join them.","",""
"vip","vip.fan-club","Instant fan club","group","Clockwise, say why you're glad the VIP is here. Then the VIP takes 1 sip.","",""
"vip","vip.standing-ovation","Standing ovation","group","Give the VIP a standing ovation. Last to stand takes 1 sip; so does the VIP.","",""
"vip","vip.favors","Outstanding favors","group","Anyone who owes the VIP a favor takes 1 sip. The VIP takes 1 too.","",""
"vip","vip.sheet-004","Your Big Night","group","Everyone says something nice about the VIP. Then everyone takes 1 sip.","",""
"vip","vip.gift","A gift for the VIP","category","Clockwise, name gifts for the VIP. No repeats. First to repeat or pass takes 1 sip.","",""
"vip","vip.superlatives","Class superlatives","category","Clockwise, name awards for the VIP. No repeats. First to repeat or pass takes 1 sip.","",""
"vip","vip.roast","The loving roast","challenge","Clockwise, give the VIP a gentle roast. The VIP picks a favorite and takes 1 sip.","",""
"vip","vip.title","A title for the VIP","challenge","Give the VIP a silly title. They take 1 sip and use it next time they speak.","",""
"vip","vip.sheet-003","Fast as Fuck Boi","challenge","The VIP picks someone to say the alphabet in one minute. Miss a letter: take 1 sip.","",""
"vip","vip.excellency","Your Excellency","rule","Call the VIP Your Excellency until the next card. Forget and take 1 sip.","",""
"vip","vip.never-alone","Never drink alone","rule","Until the next card, the VIP picks someone to join each sip they take.","",""
